,projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_metro,school_district,school_county,school_charter,school_magnet,teacher_prefix,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,date_posted,datefullyfunded
114864,eb2afab301bdf2c464841bcc6c823174,c96326135890b4e35b235e4b08926d6f,0471908ea991b3f83ba0604938ef7fa4,530282000000.0,47.294447,-122.333244,Federal Way,WA,suburban,Federal Way School Dist 210,King,f,f,Mr.,Literature & Writing,Literacy & Language,Special Needs,Special Needs,Other,high poverty,Grades 3-5,192.62,31.0,f,9/30/13,10/5/13
70296,900441e944fc12d941ef5693f21da150,4197ea4f589d1c709e2943c45240118f,5431abc7e24b5a7e4af1dacc6716ffd3,61236001415.0,35.297748999999996,-119.35456299999998,Tupman,CA,rural,Elk Hills Elem School District,Kern,f,f,Mrs.,Music,Music & The Arts,Performing Arts,Music & The Arts,Other,high poverty,Grades 3-5,259.13,200.0,f,1/23/13,1/28/13
111938,e4dc92dd561401c02a9f1015a0e57603,f56da0438d2fa6c9b74cc5a00a7d9c30,46c4b81a2fd3a6290d8197eaccab59ea,80336000415.0,39.734375,-104.943428,Denver,CO,,Denver Public School Dist 1,Denver,f,f,Ms.,Literacy,Literacy & Language,,,Books,moderate poverty,Grades PreK-2,396.67,23.0,f,9/1/13,9/26/13
8301,1132f5dbb53b6baef4fa7276cfb4e8d7,5ee1e9a61bb82a014d7dbd179c8e6541,9b5a8ceacfa0480942307f7fd64a3eae,370225000000.0,34.993648,-79.086809,Raeford,NC,,Hoke Co School District,Hoke,f,f,Ms.,Literature & Writing,Literacy & Language,Social Sciences,History & Civics,Technology,moderate poverty,Grades 3-5,726.78,20.0,f,5/28/12,8/29/12
29488,3d026e070174925ce3c9386c827bc09f,6826a48d46e427d0d7971f148eaaa1ef,ce40d845ee82d348e55f42748809fdf6,370472000000.0,35.768143,-78.583466,Raleigh,NC,urban,Wake Co School District,Wake,f,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,moderate poverty,Grades PreK-2,295.69,20.0,f,10/4/13,1/18/14
43689,5a0de8c1bfa58d69e921de325881b1de,f94a93750f5585900ff50c8806407854,269e3bff721ddede861bd370787b9ed4,,32.150155,-81.245257,Pooler,GA,rural,Savannah-chatham Co Sch Dist,Chatham,f,f,Ms.,Mathematics,Math & Science,Literacy,Literacy & Language,Other,high poverty,Grades PreK-2,549.24,24.0,t,12/2/12,2/28/13
66820,88d53f2fd9d70a9c5d17b9ae3a4dfeda,ec2eb08bbb366261d197d6c09d70553e,c1d359a426673bb10cd6de99cc2e9c4d,120144000000.0,28.544386,-81.436996,Orlando,FL,urban,Orange Co Public School Dist,Orange,f,f,Mr.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades 3-5,517.62,22.0,t,3/20/12,5/11/12
81738,a72b0e88468d4e30d6337a810b285f9f,65a0d07dc7e5963e82e20c1617973348,66f846cbdbe5302bf657a364eeb9a10f,120087000000.0,27.877825,-82.35714399999999,Riverview,FL,suburban,Hillsborough Co Pub Sch Dist,Hillsborough,f,f,Ms.,Health & Life Science,Math & Science,Literacy,Literacy & Language,Supplies,highest poverty,Grades PreK-2,185.33,18.0,t,9/25/12,11/9/12
100636,cded262257cb3d451cf9dfcf5687d444,f02ac9411876dac2fd2b65a5bf3f1740,fb943ba5d32d5784aba0d59557116a7e,,40.83165,-73.894257,Bronx,NY,urban,District 75,Bronx,f,f,Ms.,Literacy,Literacy & Language,Special Needs,Special Needs,Books,highest poverty,Grades PreK-2,333.82,6.0,f,8/11/13,9/13/13
116832,ef372c403d230a4e107c01564308a6f4,445ffce7f052ad97f891170fefd3da3a,692f061b36b546140b69e0b1f645a490,261425000000.0,42.783768,-83.713661,Fenton,MI,suburban,Fenton Area Public School Dist,Genesee,f,f,Mrs.,Mathematics,Math & Science,Social Sciences,History & Civics,Supplies,moderate poverty,Grades PreK-2,1493.69,30.0,t,9/8/12,10/29/12
112107,e53be7dd4fa04b6d15c7bd45c0332f9a,62555acbf6539726ea222782814240c0,b771d4e9d13c7fddca52b3fcbbf4bdeb,410951000000.0,45.673592,-118.80480700000001,Pendleton,OR,,Pendleton School District 16r,Umatilla,f,f,Mr.,Applied Sciences,Math & Science,,,Supplies,high poverty,Grades 9-12,506.98,25.0,f,12/15/13,2/22/14
122865,fbc0603570a6bd2c6d97390ca62ce5fe,afbd88dc9b8f665ccf9a21e563bfd924,36efaa73475143844ac3653befdfed96,270750000000.0,44.511779,-92.887828,Cannon Falls,MN,rural,Cannon Falls Ind Sch Dist 252,Goodhue,f,f,Mrs.,History & Geography,History & Civics,Character Education,Applied Learning,Other,moderate poverty,Grades PreK-2,507.59,20.0,f,4/1/12,5/9/12
91732,bbc0cd64b3d3e61483f9b081891f21dd,0953e9c44817b4f242c5d1c2e2aefa01,1e8cd4b1625d839705399fb3f3c5d270,482364000000.0,29.846375,-95.362418,Houston,TX,urban,Houston Ind School District,Harris,f,f,Mrs.,Social Sciences,History & Civics,,,Supplies,high poverty,Grades 9-12,528.39,215.0,t,9/30/12,10/28/12
78034,9faaaffa3c7fb8f45977f0c71adb8019,8fc394a246fb255c8537e3fae975bcbd,5bd9bab24f5f5d83a2e4baa3ae4d4a3c,360408000000.0,40.730427,-73.260921,Bay Shore,NY,suburban,Bay Shore Union Free Sch Dist,Suffolk,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,high poverty,Grades PreK-2,434.61,45.0,f,6/7/12,7/18/12
104585,d615b00525dfa9428c0d4470326e87b7,58500949a4540f116e49d3d0bf4e1104,a815829d4a02525e6be5634605fc742a,40600000497.0,31.542271999999997,-110.751149,Patagonia,AZ,rural,Patagonia Elem Sch District 6,Santa Cruz,f,f,Ms.,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades PreK-2,557.62,25.0,t,8/6/12,9/28/12
18129,2560c15736a66ee32f496d7c9298327d,3898265766869fa18f41095c15a06ac2,2a20cd55bab43f89d2b8aec53abb85c6,361548000000.0,40.606293,-73.645699,Island Park,NY,suburban,Island Park Union Free SD,Nassau,f,f,Mr.,Social Sciences,History & Civics,Literacy,Literacy & Language,Technology,moderate poverty,Grades 6-8,1002.31,90.0,f,2/10/13,3/15/13
2107,04856b971ca9470c23b0257549da0f34,4648765e077e0d465cefc6f1da219fed,ec66cebdc7c2e44bedcc6230d5efbeb3,341269000000.0,40.916852,-74.15184,Paterson,NJ,suburban,Paterson Public School Dist,Passaic,f,f,Mrs.,College & Career Prep,Applied Learning,Literacy,Literacy & Language,Technology,highest poverty,Grades 3-5,527.04,500.0,f,7/27/13,11/8/13
57600,7693e75dde8a2734d43eac9d27fa9a15,370b3516c6d49d8fc660324bc04307a2,f67b4be2134bb3ccf208293670093112,90084000137.0,41.571298,-72.32174300000001,Colchester,CT,,Colchester Public School Dist,New London,f,f,Mrs.,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Supplies,moderate poverty,Grades 3-5,276.66,25.0,f,6/7/12,7/11/12
71913,936c80d24ff34fe99eb983ed4ede1b7e,29fdf8034aed959b44276d1a1b196162,4d58aa1085f24f338926fc0807b6ba03,170993000000.0,41.989312,-87.658276,Chicago,IL,urban,Ravenswood-ridge Elem Network,Cook,f,t,Ms.,Literacy,Literacy & Language,ESL,Literacy & Language,Other,highest poverty,Grades PreK-2,247.14,30.0,f,10/15/13,12/7/13
92926,be374f09bd9b529af6dd6bef9ce6af59,2b4c437f5684f2c8497d93e79f5774c8,d79eb5dab6d322a88787e8aabf91065d,490036000000.0,40.696690000000004,-112.044022,W Valley City,UT,suburban,Granite School District,Salt Lake,f,f,Mrs.,Literacy,Literacy & Language,History & Geography,History & Civics,Books,high poverty,Grades 6-8,428.08,90.0,f,5/12/13,8/26/13
37385,4d035166882389b8901a6738cca639b6,98a203ebf1ff945b056a83a3e72244ea,00c6ad0a2585c6455ec7a94008878751,210075000000.0,38.029097,-85.603965,Mt Washington,KY,suburban,Bullitt Co Public School Dist,Bullitt,f,f,Mrs.,Mathematics,Math & Science,,,Supplies,moderate poverty,Grades 6-8,452.22,120.0,f,5/2/13,7/12/13
89124,b663fddbc875d33ea456d733cd31c646,47ba336459f44a8a369eb285cd6afbe2,36222f6fdb08a49c22e2ac3e299415e1,60363007101.0,35.377454,-119.015428,Bakersfield,CA,urban,Bakersfield City Sch Dist,Kern,f,f,Mrs.,Other,Applied Learning,Early Development,Applied Learning,Supplies,moderate poverty,Grades PreK-2,1256.35,45.0,t,6/10/13,7/25/13
90957,ba2384e0b50acac1a8654022a6836a58,b1d9ae5bce5e73838b8c993288261027,3d555756bc71b43b9e817ffdc2526b2a,370126000000.0,35.952216,-78.904883,Durham,NC,urban,Durham Public School District,Durham,f,f,Mr.,Literature & Writing,Literacy & Language,,,Supplies,high poverty,Grades 9-12,353.38,120.0,f,7/5/13,7/19/13
104965,d6d5c54b21e1e2e28e1c00b25dd7ae22,fc3469b730048ae9fa52c9cae4239bc1,6c6a6ce51494219ea21d1f60a63e24a9,341269000000.0,40.938221,-74.149458,Paterson,NJ,suburban,Paterson Public School Dist,Passaic,f,f,Mr.,Early Development,Applied Learning,Other,Applied Learning,Supplies,highest poverty,Grades 3-5,220.05,24.0,t,10/21/12,12/15/12
39712,51ba088b128a8fa46c47630ce412f30d,f76c55b6c62cc07302e0af64d8b49b64,032de70f005d30de75769e7501edefd5,450366000000.0,34.95858,-81.876499,Spartanburg,SC,,Spartanburg School District 7,Spartanburg,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,high poverty,Grades 3-5,598.52,22.0,f,11/18/12,3/18/13
80619,a4eb4d225d55e0cd2703f5b627becbd0,64143a5f91b10a650c589ecd953f3f70,a2e6b16442093086dedfff3c9afaadcd,510030000000.0,38.081711,-79.38074300000001,Craigsville,VA,rural,Augusta Co School District,Augusta,f,f,Mrs.,Economics,History & Civics,Mathematics,Math & Science,Other,highest poverty,Grades PreK-2,836.87,31.0,f,1/21/13,1/31/13
7186,0f0bf0569caf13255a4cea9dcee5254c,7fa74a5772717a072b00f3e302bf0b7e,e4760fbfc6e35caa9bb85354c9162962,484095000000.0,29.348823,-98.610796,San Antonio,TX,urban,Southwest Ind School District,Bexar,f,f,Ms.,Visual Arts,Music & The Arts,Literacy,Literacy & Language,Supplies,highest poverty,Grades PreK-2,954.31,22.0,t,10/21/12,12/1/12
16277,21a37771f62dcf15d840860d211d15bd,c6a9f1ffedbde6675d1ceefd0e44404d,c31af1f6f84b35bcadb20f2fe1fea014,420453000000.0,40.582304,-79.700558,Lower Burrell,PA,suburban,Burrell School District,Westmoreland,f,f,Mr.,Applied Sciences,Math & Science,,,Technology,moderate poverty,Grades 6-8,2990.73,200.0,f,12/15/12,1/28/13
29500,3d0874fc98fb968fdbe756ab9a6ac2c3,44580e1afa1fd6465f599815c98a8c41,c76ddd83b030f06cd81052c9e17d7b9a,,34.015654999999995,-118.248309,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mr.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,high poverty,Grades 3-5,506.75,32.0,t,10/26/12,1/21/13
115923,ed662781750ee333ecab174052725bb3,1995655deb10923e5e2937b827e7e887,85ed39b97b770276e9bc7f2c6ee89766,,33.788136,-118.18991899999999,Long Beach,CA,urban,Long Beach Unified School Dist,Los Angeles,t,f,Mrs.,Literacy,Literacy & Language,Visual Arts,Music & The Arts,Technology,highest poverty,Grades 3-5,1061.21,60.0,f,10/13/13,11/27/13
102717,d21f543495ce0decc2415da50dc13bf7,8cafae429b48929c683db92e3c35d8f9,830756324229ab20ffbe7c0dcc776554,490114000000.0,37.569811,-113.719205,Enterprise,UT,rural,Washington Co School District,Washington,f,f,Mrs.,Literacy,Literacy & Language,ESL,Literacy & Language,Books,high poverty,Grades PreK-2,462.78,36.0,t,3/28/13,7/2/13
39524,5165dba366b976d01dcd621b80029ee8,50a02eccdadc4cb0e2beb3a60aa63abd,a99dc0de22e5e0d67bb59b694249c826,40621003077.0,33.50246,-112.252953,Phoenix,AZ,urban,Pendergast Elem Sch Dist 92,Maricopa,f,f,Ms.,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades 3-5,372.93,27.0,t,9/19/13,9/27/13
53564,6e498630406ab077b63b7cfb42055e99,933a2a300cb3ebf876890dc3af67639c,18496e529d5a96592ff0b81c8e62666c,483240000000.0,30.121965999999997,-95.223192,New Caney,TX,suburban,New Caney Ind School District,Montgomery,f,f,Mrs.,Special Needs,Special Needs,,,Technology,high poverty,Grades 3-5,568.19,25.0,t,9/16/12,12/18/12
123819,fdc5ea38f44c3f2eeb1f826f99f7d51c,e912206c2b849e5a95b8d39c260ce8eb,f94e6659dd9af8925d33bd4a62c334c2,62271003272.0,33.970013,-118.25095400000001,Los Angeles,CA,suburban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,highest poverty,Grades 3-5,307.86,30.0,f,3/3/13,5/12/13
97910,c874e465068790dfaa09a417fad0c672,d64c2a04b698db1bb88b5ef069f69442,e936cbb9abb2ebaae16cb68f37898468,250279000000.0,42.316608,-71.10165400000001,Roxbury,MA,urban,Boston Public School District,Suffolk,f,f,Mr.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades 3-5,629.56,25.0,t,5/20/13,9/8/13
69173,8db47e654a0b1be0bdba2134d9901fec,326f689db5d9b6b5f1a124d5246291b0,8c1b6a7041723c16002c759588b3c96c,130057000000.0,31.937696999999996,-81.310135,Richmond Hill,GA,,Bryan Co School District,Bryan,f,f,Ms.,Health & Wellness,Health & Sports,Nutrition,Health & Sports,Technology,moderate poverty,Grades 3-5,610.61,28.0,t,4/16/13,5/17/13
96178,c4e07a24d0ddab59c5a5b710f30adbd9,19f8b8560c98e6a120851160ce38545e,6ead8ebc7563710de2dbd791982bca54,62271003069.0,34.304871,-118.416847,Sylmar,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Ms.,Special Needs,Special Needs,Other,Applied Learning,Other,highest poverty,Grades 3-5,560.84,5.0,t,1/23/12,3/11/12
115042,eb8d96058a80f14c979333da50e6c915,47cc1ffde4d6291757bd0de04b280e3f,6bd07b3cd6ada04c08fb26e17e6cd2d1,220165000000.0,30.360857,-89.75622299999999,Pearl River,LA,suburban,St Tammany Parish Sch District,St Tammany,f,f,Mrs.,Environmental Science,Math & Science,Early Development,Applied Learning,Books,highest poverty,Grades PreK-2,222.73,8.0,f,3/3/13,3/18/13
96880,c64c292933beef9c39701417b8eb27d6,81a10ac119c8de6414db2542d970765b,730da46ba6e266c675a4b8693801a439,220090000000.0,29.409540000000003,-90.27717700000001,Golden Meadow,LA,,Lafourche Parish School Dist,Lafourche,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades PreK-2,1195.52,18.0,f,12/2/13,12/23/13
102975,d2a80132ecb1e1fa4c54dfdc7b8537a7,b999d561c31217b84100cf72928860e3,65eea1e94f54754ad2e3bd67747323c2,63237004998.0,34.099655,-117.39548899999998,Rialto,CA,suburban,Rialto Unified School District,San Bernardino,f,f,Mr.,History & Geography,History & Civics,,,Supplies,highest poverty,Grades 6-8,184.51,126.0,f,10/19/12,11/13/12
106772,da71854b6372b97f5180ea59b55b550d,4fe73076968d5d32ba0ba30606b401ad,471a9a9b888829a3abf7b74d262fe57e,280198000000.0,33.093433000000005,-89.845052,Durant,MS,,Holmes Co School District,Holmes,f,f,Mr.,Social Sciences,History & Civics,History & Geography,History & Civics,Books,highest poverty,Grades 6-8,249.49,60.0,f,9/6/12,10/12/12
51833,6ab38ed3224a791815c8e5e512231bd8,43788f5157f044429131d4934bbee298,1960aacd4a58a01128c6284ed8e85e9f,61111012319.0,33.763581,-116.269208,Indio,CA,suburban,Desert Sands Unif School Dist,Riverside,f,f,Ms.,Literature & Writing,Literacy & Language,College & Career Prep,Applied Learning,Technology,highest poverty,Grades 9-12,2612.79,20.0,f,12/13/12,1/10/13
60938,7d57649601d2fe0b397c37e882dffaea,bc9668778c723180b0a414a7ab93a5b6,be60a6d166a58473c578c1f56d5576f9,62271009151.0,34.183879,-118.538279,Tarzana,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,Mr.,Music,Music & The Arts,,,Technology,high poverty,Grades 9-12,584.2,280.0,t,1/29/12,3/11/12
76626,9ced756bce10b31a42e966cd91632778,d120d32af8d60c5fc30ac7d01d812d9f,b9f6603bd4870d68b0feabd1bf160605,40060000016.0,33.515663,-112.141846,Phoenix,AZ,urban,Alhambra Elem School Dist 68,Maricopa,f,f,Mrs.,History & Geography,History & Civics,ESL,Literacy & Language,Books,highest poverty,Grades 3-5,705.29,36.0,f,11/27/12,12/17/12
83706,ab310f8cce449292391856e9dffbbd7d,ffbbd595db6cb881d9d139b592050424,54b3220fc8d0bf94b3f5080dbb794fea,482517000000.0,29.744011999999998,-95.768562,Katy,TX,suburban,Katy Ind School District,Harris,f,f,Mrs.,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,low poverty,Grades PreK-2,837.51,19.0,f,9/7/13,10/28/13
111581,e414e37d73dcc522b20217acdf19e62b,180d73dd71c751465fce868401c861b6,045d3214a47baeb157d9ec774225f28c,481623000000.0,32.858665,-96.740501,Dallas,TX,urban,Dallas Ind School District,Dallas,f,f,Ms.,Special Needs,Special Needs,Literacy,Literacy & Language,Technology,highest poverty,Grades PreK-2,551.87,22.0,t,11/27/13,12/11/13
32226,429ad65cf35dd6d6b15e08c6ee7fa0ea,2804fb0d0e6e604f4ffb5de99b86ed0a,2fd6ba12207460de2033ec4699505a0f,484080000000.0,30.568031,-100.64058,Sonora,TX,,Sonora Ind School District,Sutton,f,f,Ms.,Literature & Writing,Literacy & Language,ESL,Literacy & Language,Technology,high poverty,Grades 3-5,381.24,66.0,f,9/22/12,12/6/12
93254,bed7f51dd0cfdba4dea0c45e37adb57f,d703af033dc062f462c44f3db959c56d,5be7b9b77c601bc7239feb92c388bd7c,370472000000.0,35.747429,-78.60441,Raleigh,NC,urban,Wake Co School District,Wake,f,t,Ms.,Sports,Health & Sports,,,Supplies,high poverty,Grades 9-12,712.2,20.0,f,2/25/12,4/12/12
4716,09e8e87234a3b4bf2a189dadda375c2f,90b0fda1dc20debac5bc5614a66ad69a,95c25ffc95e0300d75e1bd1fa31c52d2,263354000000.0,42.261064000000005,-83.305083,Taylor,MI,urban,Taylor School District,Wayne,f,f,Mrs.,Environmental Science,Math & Science,,,Supplies,highest poverty,Grades 6-8,507.85,90.0,f,7/16/13,11/12/13
11026,16ad9f4fe6dc644dbd02d5ebffd6322f,e3cd601ed1e711c45448b06ad4064456,efa013b696be2be51657cfcacf298f13,551245000000.0,43.555058,-87.973518,Random Lake,WI,rural,School Dist Of Random Lake,Sheboygan,f,f,Mrs.,Mathematics,Math & Science,Health & Life Science,Math & Science,Technology,moderate poverty,Grades PreK-2,163.87,17.0,f,1/19/12,3/6/12
37894,4e17547b683babb5b1b310405b59286c,35399dcd279db9e3a4da520e8e8d6f57,9ce4247c003fda3480a29a7a2c5984ed,130000000000.0,33.052375,-85.124948,Lagrange,GA,,Troup Co School District,Troup,f,f,Mr.,Applied Sciences,Math & Science,Mathematics,Math & Science,Other,high poverty,Grades 3-5,430.51,80.0,t,2/17/12,3/11/12
89271,b6b3c89fe81e42619cb8235bc2deba4a,e8c86f61d90fa1437f109cc8c7f45270,722393b4a58d44335d653df529af48ab,,40.530632000000004,-74.545105,Somerset,NJ,suburban,New Jersey Dept of Education,Somerset,t,f,Ms.,Literature & Writing,Literacy & Language,Health & Life Science,Math & Science,Books,high poverty,Grades 6-8,233.84,50.0,f,8/2/12,8/21/12
13663,1c41385bed45dd89f4e60965e078e3c2,4492db0495e371b6f7f7d667e7b2ed29,1a5423a44417e43d7db98e1a09ded15c,470318000000.0,36.026976,-86.615494,Antioch,TN,,Metro Nashville Pub Sd,Davidson,f,f,Ms.,Literature & Writing,Literacy & Language,,,Books,highest poverty,Grades 9-12,681.19,120.0,f,10/20/13,12/13/13
97320,c73e94d5ba51949aa0b23e454044e589,ade114f7545f660596400b4c11914f35,20fc1c24f61581fe329dcfe9754c92b2,470294000000.0,35.008365999999995,-90.07513399999999,Memphis,TN,urban,Memphis City School District,Shelby,f,f,Ms.,Literature & Writing,Literacy & Language,College & Career Prep,Applied Learning,Supplies,highest poverty,Grades 6-8,586.98,100.0,f,4/2/13,5/17/13
109396,dfbcd1839483d32a6374234ec7ef4781,96b409f45231bac0b2bb8638aaefb98c,7fa38920c362c60a9e89ea57b031473c,550960000000.0,43.011196000000005,-87.931473,Milwaukee,WI,urban,Milwaukee Public Schools,Milwaukee,f,f,Mrs.,Special Needs,Special Needs,,,Supplies,highest poverty,Grades 3-5,411.27,9.0,t,10/11/13,11/13/13
112274,e5972456bba3bf81471ec2e04d13aa63,fbdcd2f8b6ea8e59ad15ed2e1d3f5f66,78225b0ac74788d927a0946cbaeb2e7f,51338001095.0,35.772079999999995,-90.737078,Jonesboro,AR,rural,Valley View School District,Craighead,f,f,Mrs.,Visual Arts,Music & The Arts,College & Career Prep,Applied Learning,Technology,moderate poverty,Grades 9-12,894.53,100.0,f,4/19/12,7/29/12
75333,9a444f7dcf1a4a0cb55b98ec82fca923,1199f3f0828f255be7d3062f3c3137e1,1a02b5ab6d7fb1370227ed6d7836ca47,130198000000.0,32.198781,-81.360831,Guyton,GA,rural,Effingham Co School District,Effingham,f,f,Mrs.,Special Needs,Special Needs,,,Technology,moderate poverty,Grades 3-5,287.8,60.0,f,12/13/12,1/18/13
19075,274c8474d80ee554956ee60950eaf466,cd53ae12f6195c6f294a34cb51198b99,f065c1efd69b5b4deed303edcd2d22fe,130102000000.0,32.063857,-81.12473100000001,Savannah,GA,urban,Savannah-chatham Co Sch Dist,Chatham,f,t,Mrs.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades PreK-2,497.13,20.0,t,1/7/13,4/2/13
82667,a922b23e819971d54f858761d8747ae7,b8a87c08c4523d931d420bcf73c459e5,fa094f0963bb1c582436c9ca372f780b,192640000000.0,42.517483,-96.475761,Sioux City,IA,urban,Sioux City Cmty School Dist,Woodbury,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,high poverty,Grades 3-5,648.47,30.0,f,6/19/12,9/4/12
8465,118277c453b659d4cf6d9dca051e3dc5,6af7879bd105ba8ea9228baa7be6aa80,3348d8f6bba4687af393f8bd12a0962a,61476001809.0,33.861473,-117.97923300000001,Buena Park,CA,suburban,Fullerton Joint Union Hsd,Orange,f,f,Mrs.,Health & Life Science,Math & Science,,,Technology,highest poverty,Grades 9-12,713.25,160.0,f,12/11/12,2/18/13
31847,41dc603312c5c9438a186b03bcc40160,98837df486a2268bc6713536ee95209d,5a0db5dd6211cb9660cbda3b97fa76a1,62271003036.0,34.099315999999995,-118.352051,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mr.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,high poverty,Grades PreK-2,800.0,21.0,f,2/5/12,5/15/12
4482,096e03bd2ea562356c3cf1b3a3a1157b,3f85bfc8b5fe1aff74c5c5b74615b73e,c36d151af8102a61bf8c3dbc191dcde7,480870000000.0,32.781208,-97.107513,Arlington,TX,urban,Arlington Ind School District,Tarrant,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Books,highest poverty,Grades PreK-2,179.14,22.0,f,5/26/13,7/2/13
118106,f1cc15df2c529d02d450e0ee6f79ebfb,e88d912124656ed3b5ac7fdd08c24876,f0c21a7846826635fbf00123075dc450,510249000000.0,37.589259000000006,-76.5024,Locust Hill,VA,rural,Middlesex Co School District,Middlesex,f,f,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,high poverty,Grades 3-5,365.47,20.0,t,11/24/13,12/1/13
62979,81484b47dbecc5f3a915f60560522813,c3e29d3ff1f89496cf7e676fd84a4466,9b69cb87e0d915dbb3ce8d71d50b68e4,170993000000.0,41.970814000000004,-87.65465999999999,Chicago,IL,urban,Ravenswood-ridge Elem Network,Cook,f,t,Mr.,Environmental Science,Math & Science,Applied Sciences,Math & Science,Books,highest poverty,Grades 6-8,969.45,400.0,t,11/30/13,12/7/13
76918,9d87c5d9b878a8f9a197c58aed1ddb5e,330e345bb9a0ec2fe4bcb80553185270,d2173055da1c3558297aeeb0544765f9,60002908565.0,33.574532,-117.24682299999999,Murrieta,CA,suburban,Murrieta Valley Unif Sch Dist,Riverside,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,moderate poverty,Grades PreK-2,687.82,32.0,f,4/15/13,5/27/13
43142,58d9a3c53f1e5571f4189f0bdf28fe9c,7f57e698c952f5847e573f820b3f92e7,ac74d01c71a5b47f48d4ff1fb63c6b95,130255000000.0,33.829046000000005,-84.077865,Snellville,GA,suburban,Gwinnett Co Public School Dist,Gwinnett,f,f,Mrs.,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades PreK-2,672.92,20.0,f,2/13/13,3/10/13
112665,e66e8fa309d90409cc6c1f64664a927c,be62351225a3a55a45340978b2fb306a,4fef0939c8923b9b1daf2b3cbc0abce5,61233011064.0,38.470344,-121.32325700000001,Sacramento,CA,suburban,Elk Grove Unif School District,Sacramento,f,f,Mrs.,Applied Sciences,Math & Science,Literature & Writing,Literacy & Language,Supplies,moderate poverty,Grades 3-5,295.12,30.0,f,12/23/12,2/2/13
42794,5816f22b806a05d35e48ec4c174dd9c8,cd98465fe28f670c7770b59a314a9a6d,be04c16f77bf4340219bf48a131b07fd,361062000000.0,40.710394,-73.689971,Elmont,NY,suburban,Elmont Union Free School Dist,Nassau,f,f,Mrs.,Other,Applied Learning,,,Supplies,high poverty,Grades PreK-2,694.54,28.0,f,8/24/12,11/12/12
20689,2a9b10bb9b6d1be50346409f51c2ad39,bdc5c7f8b3763cc06ad85f242ca804c5,bf044545cfd200a97bd17605804e8f74,60002909508.0,33.584537,-117.187634,Murrieta,CA,suburban,Murrieta Valley Unif Sch Dist,Riverside,f,f,Mrs.,Early Development,Applied Learning,Mathematics,Math & Science,Supplies,high poverty,Grades PreK-2,452.05,25.0,f,5/16/13,6/27/13
35451,4912e35fcba5a7a88722b0c4a91bbb24,fef5c58c714927bdd61cdde2428c3537,49a764ed28a556fcee7b447f0b6dda28,62805008677.0,37.77388,-122.22161799999999,Oakland,CA,urban,Oakland Unified School Dist,Alameda,f,f,Mr.,Literacy,Literacy & Language,Applied Sciences,Math & Science,Technology,highest poverty,Grades PreK-2,445.81,24.0,t,3/12/12,4/13/12
45803,5e577273c86848cd87a347ab72b432f5,564e212306d9da2cc530e08b4154acec,37ec2f1de09a4e820898492f2e422052,120087000000.0,27.886803000000004,-82.170888,Plant City,FL,suburban,Hillsborough Co Pub Sch Dist,Hillsborough,f,f,Ms.,Environmental Science,Math & Science,,,Technology,high poverty,Grades 9-12,791.41,150.0,f,8/9/13,11/9/13
120220,f638bab103d11a54d0aeb25707a5f29e,3cbb2b8fd3ca3374c2707afcf897a79a,ef93db024519b68d563b8710d285384b,450249000000.0,33.683128,-78.997603,Myrtle Beach,SC,,Horry Co School District,Horry,f,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades 9-12,436.58,144.0,f,9/21/13,1/5/14
